Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,"
Co-ordinating Institute",Click here to Join the course,Course ID.1,NPTEL URL.1,Unnamed: 26,description_gemini
noc23-bt56,Biotechnology and Bioengineering,experimental biotechnology,Prof. Vishal Trivedi,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,"Bioprocesses
Biosciences",https://onlinecourses.nptel.ac.in/noc23_bt56/preview,https://onlinecourses.nptel.ac.in/noc22_bt60/preview,https://nptel.ac.in/courses/102103083,,,,,,,,,,,,
noc23-bt57,Biotechnology and Bioengineering,introduction to mechanobiology,Prof. Shamik Sen,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,Bioengineering,https://onlinecourses.nptel.ac.in/noc23_bt57/preview,https://onlinecourses.nptel.ac.in/noc22_bt43/preview,https://nptel.ac.in/courses/102101058,,,,,,,,,,,,
noc23-bt58,Biotechnology and Bioengineering,introduction to biostatistics,Prof. Shamik Sen,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_bt58/preview,https://onlinecourses.nptel.ac.in/noc22_bt44/preview,https://nptel.ac.in/courses/102101056,,,,,,,,,,,,
noc23-bt59,Biotechnology and Bioengineering,introduction to proteomics,Prof. Sanjeeva Srivastava,IITB,IITB,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,Biosciences,https://onlinecourses.nptel.ac.in/noc23_bt59/preview,https://onlinecourses.nptel.ac.in/noc22_bt47/preview,https://nptel.ac.in/courses/102101055,,,,,,,,,,,,
noc23-bt60,Biotechnology and Bioengineering,environmental biotechnology,Prof. Pinaki Sar,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Bioprocesses,https://onlinecourses.nptel.ac.in/noc23_bt60/preview,https://onlinecourses.nptel.ac.in/noc22_bt57/preview,https://nptel.ac.in/courses/102105088,,,,,,,,,,,,
noc23-bt61,Biotechnology and Bioengineering,industrial biotechnology,Prof. Debabrata Das,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_bt61/preview,https://onlinecourses.nptel.ac.in/noc22_bt36/preview,https://nptel.ac.in/courses/102105058,,,,,,,,,,,,
noc23-bt64,Biotechnology and Bioengineering,computational neuroscience,Prof. Sharba Bahdyopadhyay,IITKGP,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Computational Biology,https://onlinecourses.nptel.ac.in/noc23_bt64/preview,,https://nptel.ac.in/courses/102105100,,,,,,,,,,,,
noc23-bt65,Biotechnology and Bioengineering,neurobiology,Prof. Nitin Gupta,IITK,IITK,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Biosciences,https://onlinecourses.nptel.ac.in/noc23_bt65/preview,,https://nptel.ac.in/courses/102104099,,,,,,,,,,,,
noc23-bt67,Biotechnology and Bioengineering,animal physiology,Prof. Mainak Das,IITK,IITK,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_bt67/preview,https://onlinecourses.nptel.ac.in/noc22_bt63/preview,https://nptel.ac.in/courses/102104058,,,,,,,,,,,,
noc23-bt68,Biotechnology and Bioengineering,cell culture technologies,Prof. Mainak Das,IITK,IITK,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",PG,Elective,Yes,"Bioengineering
Biosciences",https://onlinecourses.nptel.ac.in/noc23_bt68/preview,https://onlinecourses.nptel.ac.in/noc22_bt64/preview,https://nptel.ac.in/courses/102104059,,,,,,,,,,,,
noc23-bt69,Physiology,electrophysiology of heart,Prof. Arijita Banerjee,IITKGP,IITKGP,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_bt69/preview,,https://nptel.ac.in/courses/102105101,,,,,,,,,,,,
noc23-bt70,Biotechnology and Bioengineering,biomedical nanotechnology,Prof. P. Gopinath,IITR,IITR,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Bioengineering,https://onlinecourses.nptel.ac.in/noc23_bt70/preview,https://onlinecourses.nptel.ac.in/noc22_bt46/preview,https://nptel.ac.in/courses/102107058,,,,,,,,,,,,
noc23-ce100,Civil Engineering,finite element method and computational structural dynamics,Prof. Manish Shrikhande,IITR,IITR,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,Structural Analysis,https://onlinecourses.nptel.ac.in/noc23_ce100/preview,https://onlinecourses.nptel.ac.in/noc22_ce95/preview,https://nptel.ac.in/courses/105107209,,,,,,,,,,,,
noc23-ce101,Civil Engineering,geotechnical earthquake engineering,Prof. Kousik Deb,IITKGP,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Structural Analysis
Structural Design",https://onlinecourses.nptel.ac.in/noc23_ce101/preview,,https://nptel.ac.in/courses/105105224,,,,,,,,,,,,
noc23-ce102,Civil Engineering,reliability-based structural design,Prof. Arunasis Chakarborty,IITG,IITG,12 weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce102/preview,,https://nptel.ac.in/courses/105103224,,,,,,,,,,,,
noc23-ce103,Civil Engineering,plates and shells,Prof. Sudip Talukdar,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce103/preview,https://onlinecourses.nptel.ac.in/noc22_ce80/preview,https://nptel.ac.in/courses/105103209,,,,,,,,,,,,
noc23-ce104,Civil engineering/Applied Geophysics,earthquake seismology,Prof. Mohit Agrawal,IIT-ISM Dhanbad,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce104/preview,,https://nptel.ac.in/courses/105105225,,,,,,,,,,,,
noc23-ce105,Civil Engineering/Earth Science,plate tectonics,Prof. Pitambar Pati,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce105/preview,,https://nptel.ac.in/courses/105107224,,,,,,,,,,,,
noc23-ce106,Civil Engineering/Earth Sciences,earth sciences for civil engineering (hindi),Prof. Javed N Malik,IITK,IITK,8 Weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce106/preview,,https://nptel.ac.in/courses/105104224,,,,,,,,,,,,
noc23-ce107,Civil Engineering/Earth Sciences,engineering geology,Prof. R. K. Dubey,IIT-ISM Dhanbad,IITKGP,12 weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce107/preview,,https://nptel.ac.in/courses/105105226,,,,,,,,,,,,
noc23-ce108,Civil Engineering/Earthquake Engineering,earthquake geotechnical engineering,Prof. B.K. Maheshwari,IITR,IITR,12 Weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce108/preview,,https://nptel.ac.in/courses/105107225,,,,,,,,,,,,
noc23-ce109,Civil/ Structural Engineering,advanced reinforced concrete design,Prof S. Suriya Prakash,IIT Hyderabad,IITM,12 Weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce109/preview,,https://nptel.ac.in/courses/105106224,,,,,,,,,,,,
noc23-ce57,Civil Engineering,mechanics of materials,Prof. Saravanan.U,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Structural Analysis,https://onlinecourses.nptel.ac.in/noc23_ce57/preview,https://onlinecourses.nptel.ac.in/noc22_ce54/preview,https://nptel.ac.in/courses/105106172,,,,,,,,,,,,
noc23-ce58,Civil Engineering,design of connections in steel structures,Prof. Anil Agarwal,IITH,IITM,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce58/preview,https://onlinecourses.nptel.ac.in/noc22_ce57/preview,https://nptel.ac.in/courses/105106216,,,,,,,,,,,,
noc23-ce59,Civil Engineering,project planning & control,Prof. Koshy Varghese,IITM,IITM,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce59/preview,https://onlinecourses.nptel.ac.in/noc22_ce59/preview,https://nptel.ac.in/courses/105106149,,,,,,,,,,,,
noc23-ce60,Civil Engineering,Plastic Waste Management,Prof. K.Rajagopal,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce60/preview,https://onlinecourses.nptel.ac.in/noc22_ce11/preview,https://nptel.ac.in/courses/105106052,,,,,,,,,,,,
noc23-ce61,Civil Engineering,admixtures and special concretes,Prof. Manu Santhanam,IITM,IITM,12 Weeks,New,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,Construction Materials Technology,https://onlinecourses.nptel.ac.in/noc23_ce61/preview,,https://nptel.ac.in/courses/105106225,,,,,,,,,,,,
noc23-ce62,Civil Engineering,principles of construction management,Prof. Sudhir Misra,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ce62/preview,https://onlinecourses.nptel.ac.in/noc22_ce56/preview,https://nptel.ac.in/courses/105104161,,,,,,,,,,,,
noc23-ce63,Civil Engineering,introductory field structural geology,Prof. Santanu Misra,IITK,IITK,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ce63/preview,https://onlinecourses.nptel.ac.in/noc22_ce100/preview,https://nptel.ac.in/courses/105104216,,,,,,,,,,,,
noc23-ce64,Civil Engineering,remote sensing and gis,Prof. Rishikesh Bharti,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce64/preview,https://onlinecourses.nptel.ac.in/noc22_ce84/preview,https://nptel.ac.in/courses/105103193,,,,,,,,,,,,
noc23-ce65,Civil Engineering,fluid mechanics,Prof. Subashisa Dutta,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Propulsion,https://onlinecourses.nptel.ac.in/noc23_ce65/preview,https://onlinecourses.nptel.ac.in/noc22_ce85/preview,https://nptel.ac.in/courses/105103192,,,,,,,,,,,,
noc23-ce66,Civil Engineering,municipal solid waste management,Prof. Ajay Kalamdhad,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce66/preview,https://onlinecourses.nptel.ac.in/noc22_ce82/preview,https://nptel.ac.in/courses/105103205,,,,,,,,,,,,
noc23-ce67,Civil Engineering,optimization methods for civil engineering,Prof. Rajib Kumar Bhattacharjya,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce67/preview,https://onlinecourses.nptel.ac.in/noc22_ce83/preview,https://nptel.ac.in/courses/105103210,,,,,,,,,,,,
noc23-ce68,Civil Engineering,river engineering,Prof. Subashisa Dutta,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce68/preview,https://onlinecourses.nptel.ac.in/noc22_ce79/preview,https://nptel.ac.in/courses/105103204,,,,,,,,,,,,
noc23-ce69,Civil Engineering,subsurface exploration :importance and techniques involved,Prof. Abhishek Kumar,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce69/preview,https://onlinecourses.nptel.ac.in/noc22_ce81/preview,https://nptel.ac.in/courses/105103182,,,,,,,,,,,,
noc23-ce70,Civil Engineering,geotechnical engineering-ii,Prof. D. N. Singh,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce70/preview,https://onlinecourses.nptel.ac.in/noc22_ce96/preview,https://nptel.ac.in/courses/105101216,,,,,,,,,,,,
noc23-ce71,Civil Engineering,environmental geomechanics,Prof. D. N. Singh,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce71/preview,https://onlinecourses.nptel.ac.in/noc22_ce102/preview,https://nptel.ac.in/courses/105101200,,,,,,,,,,,,
noc23-ce72,Civil Engineering,geotechnical engineering laboratory,Prof. J.N. Mandal,IITB,IITB,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce72/preview,https://onlinecourses.nptel.ac.in/noc22_ce60/preview,https://nptel.ac.in/courses/105101160,,,,,,,,,,,,
noc23-ce73,Civil Engineering,dynamics of structures,Prof. Manish Kumar,IITB,IITB,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Structural Analysis,https://onlinecourses.nptel.ac.in/noc23_ce73/preview,https://onlinecourses.nptel.ac.in/noc22_ce61/preview,https://nptel.ac.in/courses/105101209,,,,,,,,,,,,
noc23-ce74,Civil Engineering,introduction to engineering seismology,Prof Anbazhagan P,IISc,IISc,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce74/preview,https://onlinecourses.nptel.ac.in/noc22_ce64/preview,https://nptel.ac.in/courses/105108204,,,,,,,,,,,,
noc23-ce75,Civil Engineering,introduction to multimodal urban transportation systems (muts),Prof. Arkopal Kishore Goswami,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce75/preview,https://onlinecourses.nptel.ac.in/noc22_ce70/preview,https://nptel.ac.in/courses/105105204,,,,,,,,,,,,
noc23-ce76,Civil Engineering,design of steel structures,Prof. Damodar Maiti,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce76/preview,https://onlinecourses.nptel.ac.in/noc22_ce66/preview,https://nptel.ac.in/courses/105105162,,,,,,,,,,,,
noc23-ce77,Civil Engineering,rock mechanics and tunneling,Prof. Debarghya Chakraborty,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce77/preview,https://onlinecourses.nptel.ac.in/noc22_ce90/preview,https://nptel.ac.in/courses/105105212,,,,,,,,,,,,
noc23-ce78,Civil Engineering,ground improvement,Prof. Dilip Kumar Baidya,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce78/preview,https://onlinecourses.nptel.ac.in/noc22_ce68/preview,https://nptel.ac.in/courses/105105210,,,,,,,,,,,,
noc23-ce79,Civil Engineering,design of reinforced concrete structures,Prof. Nirjhar Dhang,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce79/preview,https://onlinecourses.nptel.ac.in/noc22_ce65/preview,https://nptel.ac.in/courses/105105105,,,,,,,,,,,,
noc23-ce80,Civil Engineering,strength of materials - iitkgp,Prof. Sriman Kumar Bhattacharya,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ce80/preview,https://onlinecourses.nptel.ac.in/noc22_ce75/preview,https://nptel.ac.in/courses/105105108,,,,,,,,,,,,
noc23-ce81,Civil Engineering,bridge engineering,Prof. Piyali Sengupta,IIT-ISM,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Structural Design,https://onlinecourses.nptel.ac.in/noc23_ce81/preview,https://onlinecourses.nptel.ac.in/noc22_ce63/preview,https://nptel.ac.in/courses/105105216,,,,,,,,,,,,
noc23-ce82,Civil Engineering,availability and management of groundwater resources,Prof. Prasoon Kumar Singh,IIT-ISM,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce82/preview,https://onlinecourses.nptel.ac.in/noc22_ce92/preview,https://nptel.ac.in/courses/105105219,,,,,,,,,,,,
noc23-ce83,Civil Engineering,foundation engineering,Prof. Kousik Deb,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ce83/preview,https://onlinecourses.nptel.ac.in/noc22_ce67/preview,https://nptel.ac.in/courses/105105176,,,,,,,,,,,,
noc23-ce84,Civil Engineering,soil mechanics/geotechnical engineering i,Prof. Dilip Kumar Baidya,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_ce84/preview,https://onlinecourses.nptel.ac.in/noc22_ce74/preview,https://nptel.ac.in/courses/105105168,,,,,,,,,,,,
noc23-ce85,Civil Engineering,wastewater treatment and recycling,Prof. Manoj Kumar Tiwari,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,Environment,https://onlinecourses.nptel.ac.in/noc23_ce85/preview,https://onlinecourses.nptel.ac.in/noc22_ce76/preview,https://nptel.ac.in/courses/105105178,,,,,,,,,,,,
noc23-ce86,Civil Engineering,water economics and governance,Prof. Manoj Kumar Tiwari,IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_ce86/preview,https://onlinecourses.nptel.ac.in/noc22_oe06/preview,https://nptel.ac.in/courses/114105044,,,,,,,,,,,,
